Plant_Name,State,County,PlantCapac,PlantFlow,BTU_Conten,DryGasStor,NG_LiquidS,City,ZipCode,OwnerCompa,OperatorCo,Source,x,y
Plain Dealing JT Plant,LA,Caddo,0,0.25000000000,1100,0,285,Shreveport,71101,Cypress Oil and Gas,"Petro-Chem Operating Company, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10435843,3829933
Caspiana Plant,LA,Caddo,25,15.00000000000,1050,0,715,Shreveport,71115,"Enable Midstream Partners, LP","Enable Midstream Partners, LP","EIA-757, Natural Gas Processing Plant Survey",-10416053,3798608
Townsend Gas Plant,LA,Jackson,1,0.50000000000,1170,0,357,Choudrant,71227,Samson Resoures,Samson Contour,"EIA-757, Natural Gas Processing Plant Survey",-10294868,3833697
Dubach Gas Plant,LA,Lincoln,165,150.00000000000,1133,0,3400,Dubach,71235,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10316456,3854300
Lisbon Plant,LA,Claiborne,38,26.00000000000,1125,0,900,Lisbon,71235,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10312597,3851648
ELBA MINI PLANT,LA,ST. LANDRY,3,2.00000000000,1,0,952,MELVILLE,71353,"JP OIL COMPANY, LLC","JP OIL COMPANY, LLC","EIA-757, Natural Gas Processing Plant Survey",-10223732,3607044
Dorcheat Gas Processing Plant,AR,Columbia,25,14.80000000000,1152,0,4285,Magnolia,71753,"Bonanza Creek Energy, Inc.","Bonanza Creek Energy, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10374165,3928682
McKamie Gas Plant,AR,Lafayette,12,11.00000000000,1152,0,4133,Stamps,71860,"Bonanza Creek Energy, Inc.",Bonanza Creek Energy Resources LLC,"EIA-757, Natural Gas Processing Plant Survey",-10407744,3928496
AMBER GAS PLANT,KS,GRADY,21,11.00000000000,1130,0,380,AMBER,73004,LUMEN MIDSTREAM PARTNERSHIP LLC,LUMEN MIDSTREAM PARTNERSHIP LLC,"EIA-757, Natural Gas Processing Plant Survey",-10898796,4182429
Binger,OK,Caddo,15,7.00000000000,1000,0,0,Binger,73009,Mustang Ventures CO,"Mustang Gas Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-10949789,4202828
Binger Operations L.L.C.,OK,Caddo,15,14.00000000000,340,0,65,Binger,73009,Legacy Reserves LLC,Binger Operations LLC,"EIA-757, Natural Gas Processing Plant Survey",-10945689,4204516
CALUMET,OK,CANADIAN,250,133.00000000000,1150,0,5952,CALUMET,73014,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-10926798,4238547
Cana Plant,OK,Canadian,350,313.00000000000,1182,0,6095,Calumet,73014,"EnLink Midstream, LLC.","EnLink Midstream, LLC.","EIA-757, Natural Gas Processing Plant Survey",-10920769,4245059
SOUTH CANADIAN,OK,CUSTER,200,176.00000000000,1180,0,0,CALUMET,73014,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-10925592,4243129
Cashion Plant,OK,Kingfisher,45,33.00000000000,1220,0,700,Cashion,73016,Superior Pipeline Company LLC,Superior Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10874481,4272991
Kingfisher,OK,Kingfisher,180,135.00000000000,1200,0,3600,Cashion,73016,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10871346,4271062
Crescent,OK,Logan,40,36.00000000000,1200,0,1800,Crescent,73028,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10867805,4297174
Harrah Plant,OK,Lincoln,40,32.00000000000,1250,0,29525,Harrah,73045,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10813987,4233698
Maysville Plant,OK,Garvin,135,123.63000000000,1238,0,3230,Maysville,73057,Oneok Field Services,Oneok Field Services,"EIA-757, Natural Gas Processing Plant Survey",-10846038,4141216
Chitwood,OK,Grady,90,88.00000000000,1250,0,4000,Ninnekah,73067,DCP Midstream,DCP Midstream Partners LP,"EIA-757, Natural Gas Processing Plant Survey",-10899089,4150722
Woodward Gas Plant,OK,Woodward,80,56.96000000000,1162,0,1500,Woodward,73801,ONEOK Partners,ONEOK Partners,"EIA-757, Natural Gas Processing Plant Survey",-11069212,4366699
COX CITY,OK,GRADY,180,121.00000000000,1140,0,3333,RUSH SPRINGS,73082,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-10898540,4133464
Minco Plant,OK,Grady,10,4.50000000000,1100,0,700,Tuttle,73089,Superior Pipeline Company LLC,Superior Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10889070,4196740
Mustang,OK,Grady,34,32.00000000000,1160,0,1667,Tuttle,73089,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10886417,4199875
Southern Dome Plant,OK,Oklahoma,18,10.00000000000,1170,0,3500,Oklahoma City,73149,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10852463,4216928
Sholem Alechem,OK,Stephens-Carter,60,55.00000000000,1235,0,5950,Countyline,73425,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10859776,4089857
Elmore City,OK,Garvin,26,14.64500000000,1280,0,106,Elmore City,73433,Cimarex Energy Co.,Cimarex Energy Co.,"EIA-757, Natural Gas Processing Plant Survey",-10843272,4112915
Fox Plant,OK,Carter,23,20.00000000000,1250,0,1450,Healdton,73438,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10853590,4067330
MADILL GAS PLANT,OK,MARSHALL,50,40.00000000000,1200,0,3800,MADILL,73446,"MADILL GAS PROCESSING COMPANY, LLC",CARRERA OPERATING COMPANY,"EIA-757, Natural Gas Processing Plant Survey",-10773278,4040835
Stephens Plant,OK,Stephens,30,27.63000000000,1169,0,175,Velma,73491,ONEOK Field Services,ONEOK Field Services,"EIA-757, Natural Gas Processing Plant Survey",-10867175,4092198
Velma Gas Processing Plant,OK,Stephens,160,151.14800000000,1210,0,4500,Velma,73491,Targa Pipeline Mid-Continent LLC,Targa Pipeline Mid-Continent LLC,"EIA-757, Natural Gas Processing Plant Survey",-10870065,4090974
CLINTON,OK,CUSTER,120,111.00000000000,1240,0,0,CLINTON,73601,"Enable Products, LLC","Enable Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-11016829,4230279
Arapahoe Plant (I and II),OK,Custer,225,170.00000000000,1170,0,0,Butler,73625,"MarkWest Oklahoma Gas Company, LLC","MarkWest Oklahoma Gas Company, LLC","EIA-757, Natural Gas Processing Plant Survey",-11041840,4256270
CANUTE,OK,WASHITA,60,51.00000000000,1180,0,0,CANUTE,73626,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-11050487,4227562
Panther Creek Plant,OK,Washita,78,77.81000000000,1141,0,750,Canute,73626,ONEOK Field Services,ONEOK Field Services,"EIA-757, Natural Gas Processing Plant Survey",-11051693,4221291
Foss Compressor Station,OK,Custer,6,4.00000000000,1100,0,428,Foss,73628,"Continuum Midstream, LLC","Continuum Midstream, LLC","EIA-757, Natural Gas Processing Plant Survey",-11092363,4244055
Roger Mills,OK,Roger Mills,100,30.00000000000,1065,0,1200,Cheyenne,73628,Enable Midstream,Enable Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11101045,4242850
Custer Plant,OK,Custer,80,76.38000000000,1181,0,550,Custer City,73639,ONEOK Field Services,ONEOK Field Services,"EIA-757, Natural Gas Processing Plant Survey",-11019150,4267877
Elk City Gas Plant,OK,Beckham,150,42.00000000000,1200,0,1070,Elk City,73644,Enbridge G & P (Oklahoma) L.P.,Enbridge G & P (Oklahoma) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11065876,4225245
Sweetwater Plant,OK,Beckham,120,101.00000000000,1200,0,1214,Sayre,73644,Enbridge G & P (Oklahoma) L.P.,Enbridge G & P (Oklahoma) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11069493,4220904
Leedey Plant,OK,Dewey,50,28.85000000000,1198,0,2850,Leedey,73654,ONEOK Field Services,ONEOK Field Services,"EIA-757, Natural Gas Processing Plant Survey",-11062337,4289973
Nine Mile Gas Plant,OK,Dewey,140,100.00000000000,1140,0,1214,Leedey,73654,Enbridge G&P (Oklahoma) L.P.,Enbridge G&P (Oklahoma) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11061854,4281291
Chester Gas Processing Plant,OK,Woodward,30,28.63200000000,1120,0,0,Seiling,73663,Targa Pipeline Mid-Continent WestOk LLC,Targa Pipeline Mid-Continent WestOk LLC,"EIA-757, Natural Gas Processing Plant Survey",-11004268,4317113
Cimarron,OK,Woodward,65,60.00000000000,1100,0,1906,Seiling,73663,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11009815,4315424
THOMAS,OK,CUSTER,150,127.00000000000,1150,0,0,THOMAS,73669,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-10991736,4263390
Spring Valley Gas Plant,OK,Garfield,17,11.90000000000,1190,0,400,Enid,73701,Mustang Ventures CO,"Mustang Ventures, LLC","EIA-757, Natural Gas Processing Plant Survey",-10885508,4359646
Rose Valley,OK,Woods,200,200.00000000000,1123,0,0,Alva,73717,"SemGas, LP","SemGas, LP","EIA-757, Natural Gas Processing Plant Survey",-10984982,4418247
Waynoka Gas Processing Plant,OK,Woods,440,400.00000000000,1150,1,0,Alva,73717,Targa Pipeline Mid-Continent WestOk LLC,Targa Pipeline Mid-Continent WestOk LLC,"EIA-757, Natural Gas Processing Plant Survey",-10995352,4417282
Carmen,OK,Alfalfa,65,25.00000000000,1180,0,2000,Carmen,73726,"Eagle Chief Midstream, LLC (subsidiary of Caballo Energy)","Eagle Chief Midstream, LLC","EIA-757, Natural Gas Processing Plant Survey",-10958152,4381227
Eagle Chief Plant,OK,Alfalfa,30,10.00000000000,1180,0,1500,Carmen,73726,"Eagle Chief Midstream, LLC (subsidiary of Caballo Energy LLC)","Eagle Chief Midstream, LLC","EIA-757, Natural Gas Processing Plant Survey",-10964664,4380745
Hopeton,OK,,140,130.00000000000,1142,0,350,Dacoma,73731,"SemGas, LP","SemGas, LP","EIA-757, Natural Gas Processing Plant Survey",-10975867,4389510
Dover-Hennessey Gas Plant,OK,Kingfisher,50,36.00000000000,1000,0,600,Hennessey,73742,Mustang Ventures CO,"Mustang Gas Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-10901858,4314177
Nash,OK,,40,27.00000000000,1168,0,200,Nash,73761,"SemGas, LP","SemGas, LP","EIA-757, Natural Gas Processing Plant Survey",-10915571,4392677
Okarche,OK,Kingfisher,165,150.00000000000,1165,0,3095,Okarche,73762,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10905748,4261234
Chaney Dell Gas Processing Plant,OK,Major,35,31.25300000000,1190,0,1518,Ringwood,73768,Targa Pipeline Mid-Continent WestOk LLC,Targa Pipeline Mid-Continent WestOk LLC,"EIA-757, Natural Gas Processing Plant Survey",-10939109,4344796
Ringwood,OK,Major,15,9.00000000000,1160,0,50,Ringwood,73768,Mustang Ventures CO,"Mustang Gas Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-10942244,4349860
Spring Creek,OK,Grant,4,0.85000000000,1,0,710,Wakita,73771,Superior Pipeline Company LLC,Superior Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10900460,4423892
Matli Plant,OK,Blaine,25,5.00000000000,1140,0,914,Watonga,73772,Kinder Morgan,Kinder Morgan,"EIA-757, Natural Gas Processing Plant Survey",-10956822,4281402
Rodman,OK,Garfield,70,57.00000000000,1170,0,177,Waukomis,73773,Mustang Ventures CO,"Mustang Gas Products, LLC","EIA-757, Natural Gas Processing Plant Survey",-10900903,4336530
Mooreland,OK,Woodward,130,100.00000000000,1180,0,4117,Mooreland,73852,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11033601,4367091
CAMRICK GAS PLANT,OK,BEAVER,10,5.00000000000,1140,0,500,BALKO,73931,"CAMRICK GAS PROCESSING COMPANY, LLC",CARRERA OPERATING COMPANY,"EIA-757, Natural Gas Processing Plant Survey",-11220188,4384115
Beaver Gas Processing,OK,Beaver,95,75.00000000000,1196,0,2715,Beaver,73932,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11177278,4397680
Mocane Station,OK,Beaver,55,34.00000000000,1182,0,714,Beaver,73932,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-11187889,4399610
Dry Trail,OK,Texas,100,93.00000000000,1006,0,500,Guymon,73942,Breitburn Operating LP,Breitburn Operating LP,"EIA-757, Natural Gas Processing Plant Survey",-11316741,4411671
"Timberland Gathering & Processing Company, Inc.",OK,Texas,60,14.00000000000,1030,0,1430,Tyrone,73951,XTO Energy,XTO Energy,"EIA-757, Natural Gas Processing Plant Survey",-11244228,4430464
OSAGE HILLS GAS PLANT,OK,OSAGE,5,3.00000000000,1200,0,500,BARNSDALL,74002,"OSAGE HILLS PIPELINE COMPANY, LLC",CARRERA OPERATING COMPANY,"EIA-757, Natural Gas Processing Plant Survey",-10702702,4377415
Glenpool (Creek) Plant,OK,Tulsa,25,4.00000000000,1146,0,1500,Tulsa,74033,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10687505,4293188
Perkins Plant,OK,Payne,20,16.00000000000,1250,0,700,Perkins,74059,Superior Pipeline Company LLC,Superior Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10803802,4294981
Mehan Gas Plant,OK,Payne,2,1.00000000000,1250,0,700,Stillwater,74074,Tag Petroleum Inc,Tag Petroleum Inc,"EIA-757, Natural Gas Processing Plant Survey",-10806481,4311779
Milfay Plant,OK,Creek,15,6.00000000000,1169,0,950,Stroud,74079,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10759682,4265829
Atoka Gas Processing Plant,OK,Atoka,20,12.25300000000,0,0,0,Atoka,74525,TPL Arkoma Midstream LLC,TPL Arkoma Midstream LLC,"EIA-757, Natural Gas Processing Plant Survey",-10703103,4076003
Northridge Plant,OK,Hughes,200,60.00000000000,1133,0,5714,Calvin,74531,"EnLink Midstream Services, LLC","EnLink Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-10714740,4148571
Coalgate Plant,OK,Coal,13,4.11000000000,1106,0,714,Coalgate,74538,"Enable Midstream Partners, LP","Enable Midstream Partners, LP","EIA-757, Natural Gas Processing Plant Survey",-10715104,4104288
Coalgate/Stonewall Gas Plant,OK,Coal,240,176.30500000000,1200,0,0,Coalgate,74538,TPL Arkoma Midstream LLC,TPL Arkoma Midstream LLC,"EIA-757, Natural Gas Processing Plant Survey",-10709798,4111040
Tupelo Gas Processing Plant,OK,Coal,120,108.53400000000,1210,0,0,Coalgate,74538,TPL Arkoma Holdings LLC,TPL Arkoma Holdings LLC,"EIA-757, Natural Gas Processing Plant Survey",-10720409,4097053
Burbank Plant,OK,Osage,10,6.00000000000,1175,0,1700,Burbank,74633,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10774866,4397821
OSAGE GAS PLANT,KS,OSAGE,12,4.00000000000,1330,0,1285,FAIRFAX,74637,LUMEN MIDSTREAM PARTNERSHIP LLC,LUMEN MIDSTREAM PARTNERSHIP LLC,"EIA-757, Natural Gas Processing Plant Survey",-10761781,4379571
Bellmon Plant,OK,Kay,90,37.00000000000,1190,0,700,Tonkawa,74653,Superior Pipeline Company LLC,Superior Pipeline Company LLC,"EIA-757, Natural Gas Processing Plant Survey",-10837141,4390593
Paden Plant,OK,Okfuskee,100,74.00000000000,1235,0,1550,Paden,74860,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),"EIA-757, Natural Gas Processing Plant Survey",-10749878,4235989
WETUMKA,OK,HUGHES,60,35.00000000000,1150,0,2857,WETUMKA,74883,ENABLE PRODUCTS LLC,ENABLE PRODUCTS LLC,"EIA-757, Natural Gas Processing Plant Survey",-10712533,4194645
Osborne Plant,TX,Roberts,25,0.00000000000,1236,0,476,Miami,79059,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-11237633,4297138
Sherman,TX,,20,20.00000000000,1266,0,350,Sherman,75092,"SemGas, LP","SemGas, LP","EIA-757, Natural Gas Processing Plant Survey",-10764602,3981757
Eustace Gas Plant,TX,Henderson,58,21.04200000000,998,0,312,Eustace,75124,Tristream East Texas LLC,Tristream East Texas LLC,"EIA-757, Natural Gas Processing Plant Survey",-10683603,3806283
New Hope,TX,Franklin,10,8.00000000000,1029,0,3140,Scroggins,75163,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-10697843,3788022
Trinidad,TX,Henderson,65,53.00000000000,1041,0,714,Trinidad,75163,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-10695913,3782234
Longview Plant,TX,Gregg,120,115.00000000000,1085,0,400,Longview,75603,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-10542968,3815740
Longview Gas Plant,TX,Gregg,50,20.00000000000,1270,0,7850,Longview,75604,Costar Midstream LLC,Gas Solutions II Ltd,"EIA-757, Natural Gas Processing Plant Survey",-10552787,3830958
Avinger,TX,Cass,85,80.00000000000,1070,0,3000,Avinger,75630,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-10525557,3878636
East Texas,TX,Panola,720,600.00000000000,1175,0,185000,Carthage,75631,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10514604,3796033
East Texas Gas Plant,TX,,400,395.00000000000,1140,0,0,Carthage,75633,"MarkWest Energy East Texas Gas Company, LLC",MarkWest Energy East Texas Gas Company,"EIA-757, Natural Gas Processing Plant Survey",-10499573,3782255
Rosewood Plant,TX,Upshur,12,4.80000000000,1103,0,467,Gilmer,75644,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10574901,3868028
Duncan Gas Processing Plant,TX,Rusk,40,30.00000000000,1098,0,714,Henderson,75652,Enterprise Gathering LLC,Enterprise Gathering LLC,"EIA-757, Natural Gas Processing Plant Survey",-10546977,3793754
Henderson,TX,Rusk,280,190.00000000000,1084,0,800,Henderson,75654,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,"EIA-757, Natural Gas Processing Plant Survey",-10552000,3778204
Crossroads,TX,Harrison,60,60.00000000000,1025,0,0,Marshall,75672,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10496860,3825011
Waskom Gas Processing,TX,Harrison,300,261.00000000000,1080,0,43688,Waskom,75692,Waskom Gas Processing,"Enable Midstream Partners, LP","EIA-757, Natural Gas Processing Plant Survey",-10474252,3822458
Tyler Gas Plant,TX,Smith,2,1.00000000000,1098,0,1000,Tyler,75704,J-W Gathering Company,J-W Gathering Company,"EIA-757, Natural Gas Processing Plant Survey",-10624481,3816925
SHAMBURGER LAKE UNIT PIPELINE,TX,SMITH,2,0.12000000000,1235,0,355,TYLER,75706,VALENCE OPERATING COMPANY,VALENCE OPERATING COMPANY,"EIA-757, Natural Gas Processing Plant Survey",-10611944,3820376
Hawkins Gas Plant,TX,Wood,180,159.05000000000,351,0,900,Hawkins,75765,"XTO Energy, Inc.","XTO Energy, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10601528,3847827
Neches Field Plant,TX,Cherokee,2,1.00000000000,1300,0,600,Jacksonville,75766,Breitburn Energy Partners LP,Breitburn Energy Partners LP,"EIA-757, Natural Gas Processing Plant Survey",-10603948,3756251
Hainesville Gas Plant,TX,Wood,16,2.00000000000,1210,0,2227,Mineola,75773,Hainesville Gas Gathering Corporation,Energy Production Corporation,"EIA-757, Natural Gas Processing Plant Survey",-10624988,3852742
Fairway Gas Plant,TX,Henderson,88,40.00000000000,1002,0,1086,Poynor,75770,Exxon Corporation (26.46%),"Vanguard Operating, LLC","EIA-757, Natural Gas Processing Plant Survey",-10647572,3781514
Van Plant,TX,Van Zandt,1,0.60000000000,1370,0,1142,Van,75790,UNOCAL-CNAEP,UNOCAL-CNAEP,"EIA-757, Natural Gas Processing Plant Survey",-10646887,3833388
Chapel Hill Gas Plant,TX,Smith,25,17.00000000000,1070,0,4850,Winona,75792,Costar Midstream LLC,Gas Solutions II Ltd,"EIA-757, Natural Gas Processing Plant Survey",-10586703,3826050
Farrar BOA,TX,Limestone,330,196.00000000000,1009,0,3000,Jewett,75846,XTO Energy Inc.,XTO Energy Inc.,"EIA-757, Natural Gas Processing Plant Survey",-10697690,3671181
Brookeland Gas Plant,TX,Jasper,95,70.00000000000,1165,0,0,Brookeland,75931,Regency Field Services LLC,Regency Field Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10464459,3647148
Stockman Plant,TX,Shelby,15,1.00000000000,1070,0,714,Center,75935,Enable Midstream Partners,Enable Midstream Partners,"EIA-757, Natural Gas Processing Plant Survey",-10486472,3728273
Joaquin Plant,TX,Shelby,40,5.00000000000,1070,0,1191,Joaquin,75954,Enable Midstream Partners,Enable Midstream Partners,"EIA-757, Natural Gas Processing Plant Survey",-10470090,3753265
Azle Plant,TX,Parker,50,35.00000000000,1155,0,1373,Azle,76020,"EnLink Texas Processing, LP","EnLink Texas Processing, LP","EIA-757, Natural Gas Processing Plant Survey",-10860937,3882043
Cowtown/Corvette Plant,TX,Hood,300,195.00000000000,1190,0,7857,Cleburne,76033,Cowtown Gas Processing Partners L.P.,Cowtown Gas Processing Partners LP,"EIA-757, Natural Gas Processing Plant Survey",-10858032,3792783
GODLEY GAS PLANT,TX,JOHNSON,700,420.00000000000,1170,0,10000,GODLEY,76044,ENERGY TANSFER PARTNERS,ENERGY TANSFER PARTNERS,"EIA-757, Natural Gas Processing Plant Survey",-10858498,3819573
Enbridge G&P (North Texas LP),TX,Parker,65,55.00000000000,1290,0,10714,Springtown,76082,Enbridge G&P (North Texas LP),,"EIA-757, Natural Gas Processing Plant Survey",-10876130,3889730
Silver Creek Plant,TX,Parker,200,180.00000000000,1168,0,1287,Weatherford,76087,"EnLink Texas Processing, LP","EnLink Texas Processing, LP","EIA-757, Natural Gas Processing Plant Survey",-10885115,3851686
Weatherford,TX,Parker,70,62.00000000000,1230,0,430,Weatherford,76088,Enbridge G & P (North Texas) L.P.,Enbridge G & P (North Texas) L.P,"EIA-757, Natural Gas Processing Plant Survey",-10898338,3874870
Goforth Plant,TX,Parker,30,25.00000000000,1210,0,75,Ft. Worth,76126,"EnLink Texas Processing, LP","EnLink Texas Processing, LP","EIA-757, Natural Gas Processing Plant Survey",-10855024,3846802
Kripple Kreek Gas Plant,TX,Montague,180,113.00000000000,1189,0,5714,Bowie,76230,Pecan Pipeline Company,Pecan Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-10906205,3959758
Longhorn Gas Plant,TX,Wise,200,200.00000000000,1188,0,0,Decatur,76234,Targa Gas Processing LLC,Targa Midstream Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10860051,3927606
Sweetwater Creek Plant,TX,Wise,45,13.00000000000,1114,0,5720,Decatur,76234,J-W Pipeline Company,J-W Pipeline Company,"EIA-757, Natural Gas Processing Plant Survey",-10855228,3931465
Saint Jo Processing Plant,TX,Montague,110,105.00000000000,1105,0,0,Montague,76251,"KinderMorgan - Copano Field Services/North Texas, LLC","KinderMorgan - Copano Field Services/North Texas, LLC","EIA-757, Natural Gas Processing Plant Survey",-10874778,3977996
Longhorn Gas Plant,TX,Archer,2,0.19000000000,1292,0,800,Wichita Falls,76310,Enerfin Resources Company,Enerfin Resources II-92 LP,"EIA-757, Natural Gas Processing Plant Survey",-10959685,3999880
Tecumseh Gas Plant,OK,Pottawatomie,20,11.00000000000,1387,0,1145,Tecumseh,76310,Enerfin Resources Company,Enerfin Resources I LP,"EIA-757, Natural Gas Processing Plant Survey",-10966197,4001809
ELECTRA GAS PLANT,TX,WILBARGER,1,1.00000000000,1500,0,1437,ELECTRA,76360,"LAYLINE NORTH TEXAS, LLC","LAYLINE ENERGY I, LLC","EIA-757, Natural Gas Processing Plant Survey",-11008734,4026734
Bridwell River Ranch Gas Plant,TX,Clay,0,0.07000000000,1200,0,700,,76365,Bridwell Oil Company,Bridwell Oil Company,"EIA-757, Natural Gas Processing Plant Survey",-10931756,3996369
Huckabay,TX,Erath,20,19.00000000000,1220,0,1833,Stephenville,76401,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10931443,3800461
Bridgeport Plant,TX,Wise,800,674.00000000000,1168,0,48415,Bridgeport,76426,"EnLink Midstream Services, LLC","EnLink Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-10891803,3917467
Shackelford Plant,TX,Shackelford,15,9.00000000000,1188,0,4528,Albany,76430,"Targa Midstream Services, LLC","Targa Midstream Services, LLC","EIA-757, Natural Gas Processing Plant Survey",-11047588,3865489
Chico Plant,TX,Wise,265,265.00000000000,1188,0,17383,Chico,76431,Targa Midstream Services LLC,Targa Midstream Services LLC,"EIA-757, Natural Gas Processing Plant Survey",-10893350,3937520
Shackelford Plant,TX,Eastland,15,6.26000000000,1267,0,750,Cisco,76437,"DGP Taurus GP Holding, LLC","Davis Gas Processing, INC","EIA-757, Natural Gas Processing Plant Survey",-11023264,3815395
Indian Mound,TX,Young,0,0.11000000000,0,0,1429,Graham,76450,"Advance NGL, Inc.","Advance NGL, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10970979,3902478
Gordon,TX,Palo Pinto,40,25.00000000000,1250,0,3600,Gordon,76453,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10947350,3840444
Lone Camp,TX,Palo Pinto,40,30.00000000000,1250,0,714,Gordon,76453,"Enbridge G&P (North Texas), L.P.","Enbridge G&P (North Texas), L.P.","EIA-757, Natural Gas Processing Plant Survey",-10945662,3835138
Markley Plant,TX,Jack & Young,0,0.03000000000,1140,0,500,Jermyn,76459,,"W. W. Sub, Inc.","EIA-757, Natural Gas Processing Plant Survey",-10952466,3931736
Tolar Plant/Black Diamond,TX,Hood,155,33.00000000000,1270,0,1430,Tolay,76476,,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-10900347,3811519
Worsham-Steed Cryogenic Gas Plant,TX,Jack,60,43.00000000000,1065,0,0,Perrin,76486,"NorTex Midstream Partners, LLC","Worsham-Steed Gas Storage, LLC","EIA-757, Natural Gas Processing Plant Survey",-10916229,3898345
Sutton Sonora Plant,TX,Sutton,62,62.00000000000,1175,0,4523,Sonora,76950,DCP Midstream,DCP Midstream,"EIA-757, Natural Gas Processing Plant Survey",-11194328,3559882
